LocationID (QRCode),Latitude,Longitude,Description,Moderator (0/1),Active (0/1),Dosimeter,Collected Flag (0/1),Wear Period,System_Date Deployed,System_Date Collected,Mismatch (0/1), my_Date Deployed, my_Date Collected, recordID
BLG 044-056,37.41875637,-122.2058389,KLY Test Lab: station 4 boundary a,0,1,BA001663543,1,1-1-2019,07/11/2019,08/09/2019,0,07/11/2019,08/09/2019, A17E650A-6C02-420D-9AD5-83184C4FBAF4
BLG 044-057,37.41860962,-122.205923,KLY Test Lab: station 4 boundary b,0,1,BA000185746,1,7-1-2020,07/14/2020,01/22/2021,0,07/14/2020,01/22/2021, C89B046C-ECC8-4D40-AADD-5A6A4CA04FEB
BLG 044-057,37.4185791,-122.2059545,KLY Test Lab: station 4 boundary b,0,1,BA00030053O,1,1-1-2020,01/27/2020,07/14/2020,0,01/27/2020,07/14/2020, 3494D1EE-7EA9-4F0B-96D3-188ACE12482A
BLG 044-057,37.4185791,-122.2059358,KLY Test Lab: station 4 boundary b,0,1,BA001461749,1,7-1-2019,08/02/2019,01/27/2020,0,08/02/2019,01/27/2020, 8283D156-E497-4CEC-89A7-C7A08C29BC3E
BLG 044-057,37.41866805,-122.2056796,KLY Test Lab: station 4 boundary b,0,1,BA00167678M,1,1-1-2019,07/11/2019,08/02/2019,0,07/11/2019,08/02/2019, 47731CF4-66CC-4A51-9D37-7A03576EFEE7
BLG 044-058,37.4185791,-122.20595,KLY Test Lab: station 4 boundary c,0,1,BA001662529,1,7-1-2020,07/14/2020,01/20/2021,0,07/14/2020,01/20/2021, 35EE2BDF-3987-448E-AA6D-10FB6E4F8BC5
BLG 044-058,37.41860962,-122.2059775,KLY Test Lab: station 4 boundary c,0,1,BA00117490E,1,1-1-2020,01/27/2020,07/14/2020,0,01/27/2020,07/14/2020, 5BD76612-0BD4-40FE-964F-E83460308CF6
BLG 044-058,37.4185791,-122.2059512,KLY Test Lab: station 4 boundary c,0,1,BA00006789V,1,7-1-2019,08/02/2019,01/27/2020,0,08/02/2019,01/27/2020, B2AE6BA8-1CA0-48B5-8980-8B51BF15A843
BLG 044-058,37.4184409,-122.2056516,KLY Test Lab: station 4 boundary c,0,1,BA00073161E,1,1-1-2019,07/11/2019,08/02/2019,0,07/11/2019,08/02/2019, FD15B639-736C-4FCE-88DB-38210CF6E546
BLG 044-062,37.4185791,-122.2059502,Test Stand 1 b,0,0,BA001381492,1,1-1-2020,01/27/2020,10/13/2020,0,01/27/2020,10/13/2020, 485AE9E9-54CB-4730-BFC5-09B4D9B955A6
BLG 044-062,37.41864014,-122.2058853,Test Stand 1 b,0,0,BA000317472,1,7-1-2019,08/02/2019,10/13/2020,0,08/02/2019,10/13/2020, 05B0B935-A70C-4CA7-869D-84D74FE9B50A
BLG 044-062,37.4184116,-122.205708,Test Stand 1 b,0,0,BA00212995Y,1,1-1-2019,07/11/2019,10/13/2020,0,07/11/2019,10/13/2020, 0B66E80B-ECF9-4A4A-81B4-519D75A1C75B
BLG 044-067,37.41848755,-122.2059158,ts10 adjacent from 164c,0,1,BA00154041K,1,7-1-2020,07/30/2020,01/15/2021,0,07/30/2020,01/15/2021, 4439C403-053A-4BC7-B704-F801077EC2A4
BLG 044-067,37.41851807,-122.2059504,ts10 adjacent from 164c,0,1,BA000471971,1,1-1-2020,01/27/2020,07/30/2020,0,01/27/2020,07/30/2020, A52876ED-1D7E-4685-90C1-09E9C0A3B308
BLG 044-067,37.41854858,-122.2059278,ts10 adjacent from 164c,0,1,BA00033776Z,1,7-1-2019,08/01/2019,01/27/2020,0,08/01/2019,01/27/2020, BAB8EF52-07DA-4E49-9E43-DBFBD62A9C14
BLG 044-067,37.41853019,-122.205549,KLY Test Lab Station Mod A Operators station,0,1,BA00082025B,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, E31399B6-D68A-4FF7-AC24-24A81661E20A
BLG 044-068,37.41854858,-122.2059729,Kly Test Lab:  Station 9 win test structure,0,1,BA00124569Y,1,7-1-2020,10/09/2020,01/22/2021,0,10/09/2020,01/22/2021, 512F1BBB-F037-4747-8F70-5EA04612009D
BLG 044-068,37.41854858,-122.2059729,KLY Test Lab: station 9 win test structure,0,1,BA00164684W,1,1-1-2020,01/27/2020,09/04/2020,0,01/27/2020,09/04/2020, F635BF1F-D221-4D33-B3FE-C43804A24584
BLG 044-068,37.4185791,-122.2059366,KLY Test Lab: station 9 win test structure,0,1,BA00118856X,1,7-1-2019,08/01/2019,01/27/2020,0,08/01/2019,01/27/2020, E0506705-5154-48DF-B2C3-823BFF594A35
BLG 044-068,37.41870404,-122.2056919,KLY Test Lab: station 9 win test structure,0,1,BA001205197,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 7C9E1338-BF70-4DCC-9BB8-21FF99A60BF7
BLG 044-069,37.4185791,-122.2058893,KTL TS11 Op station,0,1,BA002167148,1,7-1-2020,07/14/2020,01/15/2021,0,07/14/2020,01/15/2021, A20C2119-27EF-48B2-9D88-FD801BEE2F24
BLG 044-069,37.4185791,-122.2059392,KTL TS11 Op station,0,1,BA002476218,1,1-1-2020,01/27/2020,07/14/2020,0,01/27/2020,07/14/2020, E6E86D6C-EEC1-487B-A9D6-498BEBE876A7
BLG 044-069,37.4185791,-122.2059688,KTL TS11 Op station,0,1,BA000880370,1,7-1-2019,08/01/2019,01/27/2020,0,08/01/2019,01/27/2020, C8D47AF1-FC4C-4028-BF3C-E47695729BA8
BLG 044-069,37.41862833,-122.2059244,KTL TS11 Op station,0,1,BA00028360H,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 1E0E7AC1-2311-4318-A070-2B282307E533
BLG 044-070,37.41854858,-122.2058687,KLY Test Lab Station 12 N c,0,1,BA00061002O,1,7-1-2020,07/20/2020,01/15/2021,0,07/20/2020,01/15/2021, 917967A3-FC1E-46C0-99DB-3F7C48522DC5
BLG 044-070,37.41848755,-122.2059238,KLY Test Lab Station 12 N c,0,1,BA00064340F,1,1-1-2020,01/27/2020,07/20/2020,0,01/27/2020,07/20/2020, 573B0626-B491-4FB0-AA17-2746EA9FB13B
BLG 044-070,37.4185791,-122.2059674,KLY Test Lab Station 12 N c,0,1,BA00055788O,1,7-1-2019,08/01/2019,01/27/2020,0,08/01/2019,01/27/2020, E9677EB4-2C43-457E-98DB-12F293F5A288
BLG 044-070,37.41873531,-122.205541,KLY Test Lab Station 12 N c,0,1,BA00096754Q,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 54B1E9C6-982B-448C-AB04-535BA402C2CF
BLG 044-071,37.41854858,-122.2058262,KTL TS 10,0,1,BA002117474,1,7-1-2020,07/20/2020,01/22/2021,0,07/20/2020,01/22/2021, 1AC677B1-DFC1-4F27-8DF1-2FBB776D4D94
BLG 044-071,37.41851807,-122.2059387,KTL TS 10,0,1,BA000876030,1,1-1-2020,01/27/2020,07/20/2020,0,01/27/2020,07/20/2020, 95F5A82F-3B16-47C6-9815-3611DAE74AA0
BLG 044-071,37.4185791,-122.205945,KTL TS 10,0,1,BA00044959O,1,7-1-2019,08/01/2019,01/27/2020,0,08/01/2019,01/27/2020, 0C36C50F-9765-43BD-9B29-30EB91760E18
BLG 044-071,37.4185865,-122.2058516,KTL TS 10,0,1,BA00027501I,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 3E041B9D-5047-4F07-837B-01A80A5CFFD8
BLG 044-072,37.41854858,-122.2055933,Room 203A on conduit RGD Klystrino RGD#65,0,1,BA000615355,1,7-1-2020,08/04/2020,01/25/2021,0,08/04/2020,01/25/2021, 1785B7E7-3C20-4B86-9670-8EB6D59E6169
BLG 044-072,37.41870117,-122.2056982,Room 203A on conduit RGD Klystrino RGD#65,0,1,BA00195668J,1,1-1-2020,01/28/2020,08/04/2020,0,01/28/2020,08/04/2020, B636CE10-6E0F-4EF0-BB11-7FE4E8B45626
BLG 044-072,37.418419,-122.2055969,Room 203A on conduit RGD Klystrino,0,1,BA00065805Y,1,7-1-2019,08/01/2019,01/31/2020,0,08/01/2019,01/31/2020, E9984C28-A4F3-4F15-96CC-2E7F676A1B26
BLG 044-072,37.41864473,-122.206046,Room 203A on conduit RGD Klystrino ,0,1,BA00131062N,1,1-1-2019,07/11/2019,01/31/2020,0,07/11/2019,01/31/2020, D173B619-1B81-4F79-A36D-D91FE1784EE6
BLG 044-073,37.41873169,-122.2058765,Room154E/F ASTA Operator Room,0,1,BA00187388N,1,7-1-2020,07/20/2020,01/20/2021,0,07/20/2020,01/20/2021, 7DADD745-2A8B-41A9-A7E9-B478C9BB4B24
BLG 044-073,37.41864014,-122.2059565,Room154E/F ASTA Operator Room,0,1,BA00011988W,1,1-1-2020,01/27/2020,07/20/2020,0,01/27/2020,07/20/2020, 35EE95F4-EE0C-4383-BAF8-1FDE64DE7208
BLG 044-073,37.41860962,-122.2059581,Room154E/F ASTA Operator Room,0,1,BA001934712,1,7-1-2019,08/01/2019,01/27/2020,0,08/01/2019,01/27/2020, AC6C4569-1F50-47E9-9A14-6FFF85AAF19E
BLG 044-073,37.41869737,-122.205952,Room154E/F ASTA Operator Room,0,1,BA00090259W,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 76E3A67A-0B17-438A-B05E-C15ACD78F557
BLG 044-074,37.41842651,-122.2059262,KTL RGD Room 164F Test Cathodes,0,1,BA000813834,1,7-1-2020,07/30/2020,01/15/2021,0,07/30/2020,01/15/2021, 584DF3E5-9EE2-45BF-8C24-55B989FEB30B
BLG 044-074,37.41848755,-122.2060014,KTL RGD Room 164F Test Cathodes,0,1,BA00158676R,1,1-1-2020,01/30/2020,07/30/2020,0,01/30/2020,07/30/2020, 4AA78B2B-6B02-4C22-9D11-3CC03A4A7905
BLG 045-001,37.41833496,-122.2057194,Building 45: Room 181 on unistrut on east wall. RGD #72 – Varian Klystron RF,0,1,BA00110315L,1,7-1-2020,10/15/2020,01/27/2021,0,10/15/2020,01/27/2021, DAF08AA3-0D35-4955-BE8F-C64CB3248EE8
BLG 045-001,37.41845703,-122.2058651,Building 45: Room 181 on unistrut on east wall. RGD #72 – Varian Klystron RF,0,1,BA001166539,1,1-1-2020,02/26/2020,10/15/2020,0,02/26/2020,10/15/2020, 8698BDA3-C364-40EE-96D1-31E385F149DD
BLG 045-001,37.41851807,-122.2058868,Building 45: Room 171. RGD #72 – Varian Klystron RF,0,1,BA00126817Z,1,7-1-2019,07/23/2019,10/15/2020,0,07/23/2019,10/15/2020, 540393A3-CEFF-4886-9A74-63618DAE988E
BLG 050-001,37.41775513,-122.2039148,Rm 114 (blg manager req.),1,0,BA00172557V,0,1-1-2020,02/21/2020,10/13/2020,,02/21/2020,10/13/2020, 1D9A65EC-E304-48AE-82FD-3AF35D5DABFF
BLG 050-001,37.41778564,-122.2038879,Rm 114 (blg manager req.),1,0,BA00188546Q,1,7-1-2019,08/13/2019,10/13/2020,0,08/13/2019,10/13/2020, 63BE02B4-4304-4DB2-A163-58D338627AC5
BLG 050-001,37.41769,-122.203723,1st floor:on wall next to vending machines Rm 114,1,0,BA00194454X,1,1-1-2019,07/11/2019,10/13/2020,0,07/11/2019,10/13/2020, E0C10BBA-E52E-4BFB-A7E3-B620FB388FA3
BLG 050-002,37.41790771,-122.2036801,Second floor NE elevator: on wall near stairwell. Across from rm 202,0,1,BA001639205,1,7-1-2020,10/08/2020,01/27/2021,0,10/08/2020,01/27/2021, F9EA3B03-4B6E-4BAE-82C8-9B2876F6728A
BLG 050-002,37.41784668,-122.2035372,Second floor NE elevator: on wall near stairwell. Across from rm 202,0,1,BA002443564,1,1-1-2020,02/20/2020,10/08/2020,0,02/20/2020,10/08/2020, C56F8A5C-3D73-4A31-A74C-15887135031B
BLG 050-002,37.41790771,-122.2039255,Second floor NE elevator: on wall near stairwell. Across from rm 202,0,1,BA00094998C,1,7-1-2019,08/01/2019,02/20/2020,0,08/01/2019,02/20/2020, 56A5C365-6660-4161-88E8-65D5AEBD6F54
BLG 050-002,37.417582,-122.20351,Second floor NE elevator: on wall near stairwell. Across from rm 202,0,1,BA00129015G,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 8134AA42-7AA8-4FF1-89A3-DF56A51F2033
BLG 050-003,37.41760254,-122.2036248,Third floor: wall: near panel L3B: across from rm 321,0,1,BA00158418X,1,7-1-2020,10/08/2020,01/27/2021,0,10/08/2020,01/27/2021, FBAFBE9C-BD53-49E9-811A-8AAF448F4152
BLG 050-003,37.41775513,-122.2035734,Third floor: wall: near panel L3B: across from rm 321,0,1,BA00195954M,1,1-1-2020,02/20/2020,10/08/2020,0,02/20/2020,10/08/2020, 77A14335-B593-4B88-93ED-AC7A37413B43
BLG 050-003,37.41769409,-122.2035538,Third floor: wall: near panel L3B: across from rm 321,0,1,BA000019656,1,7-1-2019,08/01/2019,02/20/2020,1,08/01/2019,02/20/2020, F6456419-FEFD-48D1-B854-4C391C350381
BLG 050-003,37.417543,-122.203854,Third floor: wall: near panel L3B: across from rm 321,0,1,BA00039164A,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 657110DD-0FFF-4258-92F9-C2036EFF1606
BLG 051-001,37.42001343,-122.2052285,Kavli Bldg R320 in back of top cabinet near window,0,1,BA00036973Y,1,7-1-2020,10/12/2020,02/01/2021,0,10/12/2020,02/01/2021, 312B17B7-CF24-4862-8F59-975E9F0C1553
BLG 051-001,37.41992188,-122.2053144,Kavli Bldg R320 in back of top cabinet near window,0,1,BA00079784O,1,1-1-2020,02/19/2020,09/10/2020,0,02/19/2020,09/10/2020, C887BC51-E40A-4E92-AECF-2C891E03E80A
BLG 051-001,37.41998291,-122.2052215,Kavali Bldg 3rd floor room 320 in top cabinet near window,0,1,BA00213246E,1,7-1-2019,08/13/2019,02/19/2020,0,08/13/2019,02/19/2020, 995B5B45-E6A9-4EDC-97C9-C2D0A44270A6
BLG 051-001,37.419871,-122.205443,Kavali Bldg 3rd floor room 320 in top cabneit near window,0,1,BA001639475,1,1-1-2019,07/11/2019,08/13/2019,0,07/11/2019,08/13/2019, E78C248C-590A-4832-8348-85649A94AD38
BLG 052-001,37.41766357,-122.2042706,Stairwell E: first floord,0,1,BA000773137,1,7-1-2020,07/17/2020,01/14/2021,0,07/17/2020,01/14/2021, 024D06FB-D3ED-48D2-975B-C7217B684DAB
BLG 052-001,37.41781616,-122.2042013,Stairwell E: first floord,0,1,BA001074485,1,1-1-2020,02/12/2020,07/17/2020,0,02/12/2020,07/17/2020, 5775514E-4BC5-4615-84C7-1120FAAF7469
BLG 052-001,37.41763306,-122.2041959,Stairwell E: first floor,0,1,BA000844029,1,7-1-2019,08/01/2019,02/12/2020,0,08/01/2019,02/12/2020, 9E175667-7F8C-4BC2-BC93-0A05B2C6D88E
BLG 052-001,37.417559,-122.204611,Stairwell E: first floor,0,1,BA000844730,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, C62E0F42-6636-4F7D-B091-49FA745FC3B7
BLG 052-002,37.41748047,-122.2046914,Stairwell W: first floor,0,1,BA00212931C,1,7-1-2020,07/17/2020,01/14/2021,0,07/17/2020,01/14/2021, 59CAAA5A-60AD-4349-B714-3186B9358A6C
BLG 052-002,37.41744995,-122.2047265,Stairwell W: first floor,0,1,BA001561466,1,1-1-2020,02/12/2020,07/17/2020,0,02/12/2020,07/17/2020, D3CACC15-EA00-4ED7-9C25-96C11FD7025C
BLG 052-002,37.41748047,-122.2047653,Stairwell W: first floor,0,1,BA000491664,1,7-1-2019,08/01/2019,02/12/2020,0,08/01/2019,02/12/2020, 5FD5F611-FCD4-4C69-9846-4B073C5EFA9B
BLG 052-002,37.41757448,-122.2046681,Stairwell W: first floor,0,1,BA001147943,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, DF52095A-3674-45A8-967E-72F15768DA61
BLG 052-003,37.41772461,-122.2042873,Stairwell E third floor,0,1,BA000736218,1,7-1-2020,10/07/2020,01/14/2021,0,10/07/2020,01/14/2021, 97150625-B3B0-47B8-A110-F95F4E593A7B
BLG 052-003,37.41772461,-122.2042873,Stairwell E: third floor,0,1,BA001342098,1,1-1-2020,02/12/2020,09/11/2020,0,02/12/2020,09/11/2020, 494169E5-4953-475E-9302-4A91896177ED
BLG 052-003,37.41763306,-122.2043232,Stairwell E: third floor,0,1,BA000562647,1,7-1-2019,08/01/2019,02/12/2020,0,08/01/2019,02/12/2020, 21D6A077-070F-47F9-9670-58832641FBA0
BLG 052-003,37.41741347,-122.2047217,Stairwell E: third floor,0,1,BA000019656,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 5EDAD8FF-AA81-454F-9A98-D116E187B34F
BLG 052-004,37.41744995,-122.2046525,Stairwell W: third floor,0,1,BA00216701F,1,7-1-2020,07/17/2020,01/14/2021,0,07/17/2020,01/14/2021, 4CC89910-072E-4FD6-B742-5A05E6949C65
BLG 052-004,37.41744995,-122.2046804,Stairwell W: third floor,0,1,BA00043112N,1,1-1-2020,02/12/2020,07/17/2020,0,02/12/2020,07/17/2020, 1024DD66-F5B0-436E-A0FA-0A7960262F10
BLG 052-004,37.41748047,-122.204699,Stairwell W: third floor,0,1,BA00100025S,1,7-1-2019,08/01/2019,02/12/2020,0,08/01/2019,02/12/2020, 65AAB3E9-2AE5-4635-A84C-8612BEC341A3
BLG 052-004,37.41757632,-122.204708,Stairwell W: third floor,0,1,BA00153531C,1,1-1-2019,07/11/2019,08/01/2019,0,07/11/2019,08/01/2019, 36574FC1-EFDC-4F9A-98D5-8FBB1ADE0085
BLG 055-001,37.41827393,-122.1966299,Rec center: under front desk,0,1,BA000406465,1,7-1-2020,08/31/2020,01/27/2021,0,08/31/2020,01/27/2021, 3F2B0B64-8579-48DA-8646-1F88BE32FF7F
BLG 055-001,37.41836548,-122.1971204,Rec center: under front desk,0,1,BA00084249V,1,1-1-2020,02/05/2020,08/31/2020,0,02/05/2020,08/31/2020, 9E6B6DC0-7D74-4F6F-8039-D7801D9445A6
BLG 055-001,37.41848755,-122.19723,Rec center: under front desk,0,1,BA00102706C,1,7-1-2019,08/12/2019,02/05/2020,0,08/12/2019,02/05/2020, 5AFDA449-6ECD-4A6D-9D55-D2D2E72B7651
BLG 055-001,37.418738,-122.197628,Rec center: under front desk,0,1,BA00032581D,1,1-1-2019,07/11/2019,08/12/2019,0,07/11/2019,08/12/2019, FB2449B0-5B75-4D69-8F4C-510CA97B0B80
BLG 057-003,37.41915894,-122.20380718,room 1016,0,1,BA00102792B,0,1-1-2021,02/19/2021,02/19/2021,,02/19/2021,02/19/2021, E222FACD-5DCB-4933-830A-5F9B5D6B8341
BLG 084-001,37.418396,-122.2036411,Outside RGD room. Above door B292A,0,1,BA00134443C,1,7-1-2020,10/12/2020,01/15/2021,0,10/12/2020,01/15/2021, 361033CA-F809-4468-84F7-DE64C81AC3D5
BLG 084-001,37.41836548,-122.2038055,Outside RGD room. Above door B292A,0,1,BA000609019,1,1-1-2020,02/19/2020,09/23/2020,0,02/19/2020,09/23/2020, 260CA221-5055-4403-8305-26F6A1332FAF
BLG 084-001,37.418396,-122.2037269,Outside RGD room. At door. RGD#15: Assay X-Beam: B292A,0,1,BA001611089,1,7-1-2019,08/13/2019,02/19/2020,0,08/13/2019,02/19/2020, 7A0A0397-BFF4-4E4D-B7BD-3D7FA6F24243
BLG 084-001,37.418495,-122.204018,Outside RGD room. At door. RGD#15: Assay X-Beam: B292A,0,1,BA00187294W,1,7-1-2018,07/11/2019,08/13/2019,0,07/11/2019,08/13/2019, DFE34A52-2AC7-41F1-AA80-46F2BC72A7E4
BLG 084-002,37.41842651,-122.2035269,Basement Rm10: RGD#43: on device: clipped on cable next to sample door. Scanning Electron Microscope,0,0,BA00125111Q,1,7-1-2019,08/14/2019,10/12/2020,0,08/14/2019,10/12/2020, D1D73E89-7BF2-49E1-A57D-B88C8F2DB0BB
BLG 084-002,37.418442,-122.203852,B010: RGD#43: on device: clipped on cable next to sample door.  Scanning Electron Microscope,0,0,BA00165943V,1,7-1-2018,07/11/2019,10/12/2020,0,07/11/2019,10/12/2020, 9C40E972-8937-43C7-AA39-2A0C2F8F96CB
BLG 112-A-001,37.41616821,-122.2061183,Master substation work area. Next to NW door,0,1,BA001237942,1,7-1-2020,10/12/2020,01/28/2021,0,10/12/2020,01/28/2021, EB0E2C32-3259-4F58-B3FE-35D42AEAFB5C
BLG 112-A-001,37.41644287,-122.1997152,Master substation work area. Next to NW door,0,1,BA000651557,1,7-1-2019,08/07/2019,02/28/2020,0,08/07/2019,02/28/2020, 0BBF648C-239F-45A4-B331-DDE542BC4C41
BLG 112-A-001,37.41583,-122.205021,Master substation work area. Next to NW door,0,1,BA002028647,1,1-1-2019,07/11/2019,08/07/2019,0,07/11/2019,08/07/2019, 423EAF01-F286-4256-9E1D-23245F94E759
BLG 136-001,37.4163208,-122.2047327,West Wall,1,1,BA000652448,1,7-1-2020,10/14/2020,01/06/2021,0,10/14/2020,01/06/2021, 285A6D37-8E31-4B6A-B7B9-03D36E5525CE
BLG 136-002,37.41625977,-122.2047245,Next to penetration: N (On steel I-beam: middle room),1,1,BA00199194U,1,7-1-2020,10/05/2020,01/06/2021,0,10/05/2020,01/06/2021, 53A314F0-02C8-45AB-BF91-6A6E23ABB4F7
BLG 240-001,37.41677856,-122.2064009,outside conference room door (trailer next to blg 30) ,0,1,BA00148262A,1,7-1-2020,07/21/2020,01/12/2021,0,07/21/2020,01/12/2021, 3807B636-BFA5-43D0-8309-645EDECE375B
BLG 240-001,37.41696167,-122.2069001,outside conference room door (trailer next to blg 30) ,0,1,BA00214005N,1,1-1-2020,02/19/2020,07/21/2020,0,02/19/2020,07/21/2020, A727DEAB-0E9A-4D8C-9E02-10F7F3B33E5D
BLG 240-001,37.41671753,-122.2066839,outside conference room door (trailer next to blg 30) ,0,1,BA000741762,1,7-1-2019,08/13/2019,02/19/2020,0,08/13/2019,02/19/2020, D20C2A95-CB50-4B8C-9B46-06C1879ADF63
BLG 240-001,37.416739,-122.206531,next to Bldg 30: conference room ,0,1,BA00085846O,1,1-1-2019,07/11/2019,08/13/2019,1,07/11/2019,08/13/2019, 97685037-3554-4DAC-9584-4002C12DABD9
BLG 280-001,37.4175415,-122.2061567,Outside Bldg 280C South wall on electrical unistrut ,1,1,BA00028044H,1,7-1-2020,10/07/2020,01/06/2021,0,10/07/2020,01/06/2021, 0511E1F4-6943-492E-8959-DC2DFCF82D2D
BLG 280-001,37.4175415,-122.2061567,Outside B280-C south wall on electrical unistrut,1,1,BA002187229,1,1-1-2020,02/19/2020,09/04/2020,0,02/19/2020,09/04/2020, B814B212-260E-405E-B922-FB7072736930
BLG 280-001,37.41821289,-122.2067267,Outside Bldg 280C South wall on electrical unistrut ,1,1,BA000417842,0,7-1-2019,08/12/2019,08/12/2019,,08/12/2019,08/12/2019, B5DF1331-993E-4CD8-BF2B-DDF38E01E015
BLG 280-001,37.41876,-122.206958,Outside Bldg 280C South wall on electrical unistrut ,1,1,BA00103238E,1,1-1-2019,07/11/2019,08/12/2019,0,07/11/2019,08/12/2019, 8BF148CC-272D-433E-B5A5-06BCCFE9E9D4
BLG 280-003,37.41864014,-122.2060298,Outside on steps facing KTL between 280A and 280B,1,1,BA00002326J,1,7-1-2020,10/07/2020,01/06/2021,0,10/07/2020,01/06/2021, FA6461D7-03B5-4F28-8610-16BA61AC4D5B
BLG 280-003,37.41864014,-122.2060298,Outside: on back steps facing KTL between 280A and 280B,1,1,BA001981151,1,1-1-2020,02/19/2020,09/10/2020,0,02/19/2020,09/10/2020, 56222F60-1201-4A18-B703-EBC653618D43
BLG 280-003,37.41879272,-122.2065233,Outside: on steps facing KTL between 280A and 280B,1,1,BA00204424H,1,7-1-2019,08/12/2019,02/19/2020,0,08/12/2019,02/19/2020, 347A2CCA-B3E3-404C-8692-6A16BF7399C6
BLG 280-003,37.418367,-122.206929,Outside: on steps facing KTL between 280A and 280B,1,1,BA001922361,1,1-1-2019,07/11/2019,08/12/2019,0,07/11/2019,08/12/2019, BC43728B-9DD9-4DE6-8188-0FDE5FE39750
BLG 750-001,37.418396,-122.1950639,1st floor: machine shop office Rm. 102 south wall,0,1,BA00125819W,1,7-1-2020,09/03/2020,01/14/2021,1,09/03/2020,01/14/2021, 8815F74B-1706-457C-A58B-72FFEE0829C8
BLG 750-001,37.41836548,-122.1951509,1st floor: machine shop office Rm. 102 south wall,0,1,BA00097174Z,1,1-1-2020,02/05/2020,09/03/2020,0,02/05/2020,09/03/2020, 94C628B8-A71A-4C67-98B4-C7905871926E
BLG 750-001,37.418396,-122.1950452,1st floor: machine shop office Rm. 102 south wall,0,1,BA00156001M,1,7-1-2019,08/14/2019,02/05/2020,0,08/14/2019,02/05/2020, 353199E9-8282-479D-84F3-7636DCA3B61A
BLG 750-001,37.418253,-122.195415,1st floor: conduit in machine shop office,0,1,BA00185369P,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, 3A7CAB70-9165-4F32-A0A4-0F3E9B5414F3
BLG 750-002,37.41842651,-122.1949991,2nd floor: on diagonal support beam between 206B and 206C,0,1,BA00025868U,1,7-1-2020,09/03/2020,01/14/2021,0,09/03/2020,01/14/2021, 1AFB77C2-EE3E-412E-BBC3-B8CA7DA7900D
BLG 750-002,37.418396,-122.1950723,2nd floor: on diagonal support beam between 206B and 206C,0,1,BA00075072B,1,1-1-2020,02/05/2020,09/03/2020,0,02/05/2020,09/03/2020, 5196C041-7EAC-4416-84A6-FC0150D3BEC8
BLG 750-002,37.41842651,-122.1949704,2nd floor: on diagonal support beam between 206B and 206C,0,1,BA00094850Y,1,7-1-2019,08/14/2019,02/05/2020,0,08/14/2019,02/05/2020, 79AA03B9-9169-40D8-9E9F-3F5504EB92BF
BLG 750-002,37.418176,-122.195245,2nd floor: mail drop near 206F,0,1,BA00025432H,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, 8F5CEB74-7A91-49F3-A107-F517139594A0
BLG 750-003,37.418396,-122.1950243,3rd floor on 480V conduit: room 304,0,1,BA00037370F,1,7-1-2020,09/03/2020,01/14/2021,0,09/03/2020,01/14/2021, 4A55F645-E25A-4398-B59B-8A93E1A9EA27
BLG 750-003,37.418396,-122.1950731,3rd floor on 480V conduit: room 304,0,1,BA00196376R,1,1-1-2020,02/05/2020,09/03/2020,0,02/05/2020,09/03/2020, 768198F4-0CAD-4EDB-906E-F69D77FECD3C
BLG 750-003,37.418396,-122.1949799,3rd floor on 480V conduit: room 304,0,1,BA001658130,1,7-1-2019,08/14/2019,02/05/2020,0,08/14/2019,02/05/2020, 79D3F1DF-DD16-4CD7-9C29-C47286FED25E
BLG 750-003,37.418464,-122.194463,3rd floor on 480V conduit: room 304,0,1,BA001485260,1,1-1-2019,07/11/2019,08/14/2019,0,07/11/2019,08/14/2019, ED5C0401-196D-4C4B-B2BB-75B1CBFA680B
BLG T-37,37.41601562,-122.20334877,on wall by window,0,1,BA00085733X,1,1-1-2021,03/03/2021,03/03/2021,0,03/03/2021,03/03/2021, D3F43A87-08EE-4B3C-9B43-2375C967860D
BSY-001,37.41595459,-122.2037208,On the big door,1,1,BA00094793Q,1,7-1-2020,07/09/2020,01/13/2021,0,07/09/2020,01/13/2021, B4C97E82-E7EB-4508-B919-BB260286BAD0
BSY-002,37.41595459,-122.2037381,On PS-2,1,1,BA001880238,1,7-1-2020,07/09/2020,01/15/2021,0,07/09/2020,01/15/2021, FFB84A5E-3A55-4066-9DE9-A1AD7EEE93BB
